,Book_ID,Book Title,Book Subtitle,Book Author,Book Narrator,Audio Runtime,Audiobook_Type,Categories,Rating,Total No. of Ratings,Price
1318,1319,Precolonial Black Africa,,Cheikh Anta Diop,Alden Thayer,7 hrs and 32 mins,Unabridged Audiobook,History,,,$19.95 
1319,1320,Essential Business Vocabulary,Build Your Business Lingo by Learning the Meaning and Benefits of 127 Business Keywords and Phrases to Make You Smarter,The Millionaire's Playbook,Joe Murphy,1 hr and 41 mins,Unabridged Audiobook,Business & Careers,,,$6.95 
1320,1321,The Skald's Black Verse,"The Dreadbound Ode, Book 1",Jordan Loyal Short,Aaron Smith,11 hrs and 47 mins,Unabridged Audiobook,Science Fiction & Fantasy,,,$24.95 
1321,1322,Time Served,,Ronald Linson,John Fleming,43 mins,Unabridged Audiobook,Science Fiction & Fantasy,,,$3.95 
1322,1323,Los crímenes de la carretera,,J.D. Barker,Carlos Valdés,17 hrs and 38 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",,,$24.84 
1323,1324,The Enlightened Human,,Zach Smith,Bernie Hodges,3 hrs and 41 mins,Unabridged Audiobook,Religion & Spirituality,,,$14.95 
1324,1325,El sueño del tiempo,Un ensayo sobre las claves del envejecimiento y la longevidad,Carlos López Otín,Miguel Coll,9 hrs and 34 mins,Unabridged Audiobook,Science & Engineering,,,$21.46 
1325,1326,Going with the Boys,Six Extraordinary Women Writing from the Front Line,Judith Mackrell,Julie Teal,17 hrs and 12 mins,Unabridged Audiobook,Biographies & Memoirs,,,$16.35 
1326,1327,ビジネスと人生の「見え方」が一変する 生命科学的思考,,高橋 祥子,相田 さやか,4 hrs and 55 mins,Unabridged Audiobook,Science & Engineering,,,$20.68 
1327,1328,Million Dollar Demon,"Hollows, Book 15",Kim Harrison,Marguerite Gavin,19 hrs,Unabridged Audiobook,Romance,,,$38.50 
1328,1329,The Orbs Series Box Set: Books 1-4,,Nicholas Sansbury Smith,Bronson Pinchot,36 hrs and 37 mins,Unabridged Audiobook,Science Fiction & Fantasy,,,$52.47 
1329,1330,12 Principles for Raising a Child with ADHD,,Russell A. Barkley PhD,Chris Sorensen,8 hrs,Unabridged Audiobook,Health & Wellness,,,$17.49 
1330,1331,Beginners Guide to the Stock Market,"Learn How to Maximize Your Profit by Leveraging Options and Make Money with Penny Stocks, Future, and Dividend Investing.",Matthew R. Hill,Jerome Vega,5 hrs and 27 mins,Unabridged Audiobook,Money & Finance,,,$19.95 
1331,1332,Hindsight 20/20,Ten Mistakes That Offer Clarity and Vision,Maury Davis,Maury Davis,3 hrs and 58 mins,Unabridged Audiobook,Religion & Spirituality,,,$14.95 
1332,1333,Marriage and Murder,"Solving for Pie: Cletus and Jenn Mysteries, Book 2",Penny Reid,Chris Brinkley,10 hrs and 45 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",5,2.0,$24.95 
1333,1334,Conscious Leadership,The Key to Unlocking Success,Chutisa Bowman,Paul Leonard,3 hrs and 5 mins,Unabridged Audiobook,Business & Careers,,,$14.95 
1334,1335,A Beginner Beekeeper's Beekeeping Book,"Massive Money Strategies, Beekeeping Supplies & Business Plan & Funding for Your Honey Bee Business!",Brian Shawn,Katie Johnson,3 hrs,Unabridged Audiobook,Science & Engineering,,,$14.95 
1335,1336,"Harry Potter and the Goblet of Fire, Book 4",,J.K. Rowling,Jim Dale,20 hrs and 37 mins,Unabridged Audiobook,Children's Audiobooks,4.9,83686.0,$44.99 
1336,1337,Daylight,,David Baldacci,Brittany Pressley,11 hrs and 37 mins,Unabridged Audiobook,Literature & Fiction,4.5,5879.0,$30.79 
1337,1338,The Guest List,A Novel,Lucy Foley,Jot Davies,10 hrs and 22 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.3,18278.0,$30.79 
1338,1339,Deadly Cross,"Alex Cross, Book 28",James Patterson,Brad Sanders,8 hrs and 43 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.6,1748.0,$30.79 
1339,1340,Sufficiently Advanced Magic,"Arcane Ascension, Book 1",Andrew Rowe,Nick Podehl,21 hrs and 58 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.6,27591.0,$34.99 
1340,1341,Magic Hour,,Kristin Hannah,Suzanne Toren,14 hrs and 38 mins,Unabridged Audiobook,Literature & Fiction,4.5,1752.0,$30.09 
1341,1342,The Case of the Haunted Haunted House,"5-Minute Sherlock, Book 2",Drew Hayes,Scott Aiello,8 hrs and 6 mins,Original Recording Audiobook,"Mystery, Thriller & Suspense",4.7,1072.0,$29.95 
1342,1343,Six of Crows,,Leigh Bardugo,Jay Snyder,15 hrs and 4 mins,Unabridged Audiobook,Teen,4.5,14132.0,$29.95 
1343,1344,Later,,Stephen King,Seth Numrich,6 hrs and 32 mins,Unabridged Audiobook,Literature & Fiction,4.6,10580.0,$22.67 
1344,1345,The Woods,,Harlan Coben,Scott Brick,12 hrs and 31 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.3,7896.0,$29.99 
1345,1346,American Dirt (Oprah's Book Club),A Novel,Jeanine Cummins,Yareli Arizmendi,16 hrs and 43 mins,Unabridged Audiobook,Literature & Fiction,4.7,24212.0,$31.18 
1346,1347,You Are a Badass®,How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,Jen Sincero,6 hrs and 22 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,2126.0,$28.50 
1347,1348,Star Wars: Thrawn Ascendancy (Book II: Greater Good),,Timothy Zahn,Marc Thompson,16 hrs and 17 mins,Unabridged Audiobook,Literature & Fiction,4.8,1999.0,$31.50 
1348,1349,The Souls of Black Folk,,W. E. B. Du Bois,Mirron Willis,8 hrs and 32 mins,Unabridged Audiobook,History,4.6,1665.0,$24.95 
1349,1350,Outlander,"Outlander, Book 1",Diana Gabaldon,Davina Porter,32 hrs and 38 mins,Unabridged Audiobook,Romance,4.6,68340.0,$34.99 
1350,1351,Crooked Kingdom,,Leigh Bardugo,Roger Clark,17 hrs and 58 mins,Unabridged Audiobook,Literature & Fiction,4.7,10273.0,$29.95 
1351,1352,The Import,"Matthew Riker, Book 1",J.T. Baier,Jay Snyder,10 hrs,Unabridged Audiobook,Literature & Fiction,4.5,259.0,$34.99 
1352,1353,Firefly Lane,A Novel,Kristin Hannah,Susan Ericksen,17 hrs and 54 mins,Unabridged Audiobook,Literature & Fiction,4.5,14630.0,$29.99 
1353,1354,Can You See Her?,An Absolutely Compelling Psychological Thriller,S. E. Lynes,Tamsin Kennard,9 hrs and 2 mins,Unabridged Audiobook,Literature & Fiction,4.3,556.0,$19.95 
1354,1355,The Silmarillion,,J. R. R. Tolkien,Martin Shaw,14 hrs and 49 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,7204.0,$18.54 
1355,1356,The Giver of Stars,A Novel,Jojo Moyes,Julia Whelan,13 hrs and 52 mins,Unabridged Audiobook,Literature & Fiction,4.7,38795.0,$31.50 
1356,1357,Win,,Harlan Coben,Steven Weber,10 hrs and 35 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.5,4799.0,$30.09 
1357,1358,Then She Was Gone,A Novel,Lisa Jewell,Helen Duff,10 hrs and 12 mins,Unabridged Audiobook,Literature & Fiction,4.6,58033.0,$34.99 
1358,1359,Between Sisters,,Kristin Hannah,Laural Merlington,11 hrs and 40 mins,Unabridged Audiobook,Literature & Fiction,4.4,3290.0,$20.97 
1359,1360,Sweep,The Story of a Girl and Her Monster,Jonathan Auxier,Sarah Coomes,8 hrs and 14 mins,Unabridged Audiobook,Children's Audiobooks,4.8,494.0,$19.95 
1360,1361,The Dark Tower I,The Gunslinger,Stephen King,George Guidall,7 hrs and 20 mins,Unabridged Audiobook,Literature & Fiction,4.3,32110.0,$18.89 
1361,1362,The House in the Cerulean Sea,,TJ Klune,Daniel Henning,12 hrs and 12 mins,Unabridged Audiobook,LGBTQ+,4.7,4302.0,$25.51 
1362,1363,Between Planets,,Robert A. Heinlein,Andrew Eiden,6 hrs and 44 mins,Unabridged Audiobook,Children's Audiobooks,4.4,319.0,$20.97 
1363,1364,King of Scars,"King of Scars Duology, Book 1",Leigh Bardugo,Lauren Fortgang,16 hrs and 13 mins,Unabridged Audiobook,Teen,4.6,3103.0,$29.95 
1364,1365,Last Summer at the Golden Hotel,,Elyssa Friedland,Julia Whelan,9 hrs and 26 mins,Unabridged Audiobook,Literature & Fiction,4.4,51.0,$28.00 
1365,1366,Stay,,Catherine Ryan Hyde,Nick Podehl,8 hrs and 12 mins,Unabridged Audiobook,Literature & Fiction,4.6,2515.0,$24.99 
1366,1367,It,,Stephen King,Steven Weber,44 hrs and 55 mins,Unabridged Audiobook,Literature & Fiction,4.7,51987.0,$37.79 
1367,1368,The Hero of Ages,"Mistborn, Book 3",Brandon Sanderson,Michael Kramer,27 hrs and 25 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,50809.0,$47.93 
1368,1369,Dune Messiah,,Frank Herbert,Scott Brick,8 hrs and 57 mins,Unabridged Audiobook,Literature & Fiction,4.4,16617.0,$21.27 
1369,1370,Becoming Supernatural,How Common People Are Doing the Uncommon,Joe Dispenza,Adam Boyce,14 hrs and 6 mins,Unabridged Audiobook,Health & Wellness,4.9,610.0,$28.00 
1370,1371,Heaven's River,"Bobiverse, Book 4",Dennis E. Taylor,Ray Porter,16 hrs and 57 mins,Original Recording Audiobook,Science Fiction & Fantasy,4.8,25071.0,$39.95 
1371,1372,The Last Wish,,Andrzej Sapkowski,Peter Kenny,10 hrs and 17 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,34499.0,$25.08 
1372,1373,The Last Tribe,,Brad Manuel,Scott Brick,22 hrs and 42 mins,Unabridged Audiobook,Literature & Fiction,4.4,12695.0,$41.99 
1373,1374,The Return,,Nicholas Sparks,Kyf Brewer,9 hrs and 56 mins,Unabridged Audiobook,Literature & Fiction,4.5,7014.0,$30.79 
1374,1375,A Discovery of Witches,A Novel,Deborah Harkness,Jennifer Ikeda,23 hrs and 59 mins,Unabridged Audiobook,Romance,4.5,39333.0,$45.50 
1375,1376,How to Get Lucky,,Lauren Blakely,Joe Arden,6 hrs and 31 mins,Unabridged Audiobook,Romance,4.8,476.0,$19.95 
1376,1377,The Institute,A Novel,Stephen King,Santino Fontana,18 hrs and 59 mins,Unabridged Audiobook,Literature & Fiction,4.6,35443.0,$34.99 
1377,1378,The Fires of Heaven,Book Five of The Wheel of Time,Robert Jordan,Kate Reading,36 hrs and 27 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,20475.0,$59.93 
1378,1379,The Whole Art of Detection,Lost Mysteries of Sherlock Holmes,Lyndsay Faye,Simon Vance,11 hrs and 15 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.4,1691.0,$27.99 
1379,1380,The Shadow Rising,Book Four of The Wheel of Time,Robert Jordan,Kate Reading,41 hrs and 13 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,23801.0,$71.93 
1380,1381,One Time Only,,Lauren Blakely,Jacob Morgan,9 hrs and 30 mins,Unabridged Audiobook,Romance,4.8,669.0,$19.95 
1381,1382,Heroes,The Greek Myths Reimagined,Stephen Fry,Stephen Fry,15 hrs and 1 min,Unabridged Audiobook,History,4.9,3076.0,$30.79 
1382,1383,Mystery Man,,Kristen Ashley,Kate Russell,14 hrs and 23 mins,Unabridged Audiobook,Romance,4.4,2839.0,$22.80 
1383,1384,Catching Fire,"The Hunger Games, Book 2",Suzanne Collins,Tatiana Maslany,11 hrs and 3 mins,Unabridged Audiobook,Teen,4.9,6265.0,$19.59 
1384,1385,Breaking the Habit of Being Yourself,,Joe Dispenza,Adam Boyce,10 hrs and 49 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.8,949.0,$24.95 
1385,1386,"Peaceful Parent, Happy Kids",How to Stop Yelling and Start Connecting,Laura Markham,Xe Sands,6 hrs and 58 mins,Unabridged Audiobook,Health & Wellness,4.6,1603.0,$27.99 
1386,1387,Burnout,The Secret to Unlocking the Stress Cycle,Emily Nagoski,Emily Nagoski,7 hrs and 1 min,Unabridged Audiobook,Politics & Social Sciences,4.7,2505.0,$28.00 
1387,1388,Odd Thomas,,Dean Koontz,David Aaron Baker,10 hrs and 36 mins,Unabridged Audiobook,Literature & Fiction,4.4,11762.0,$31.93 
1388,1389,One Good Deed,,David Baldacci,Edoardo Ballerini,11 hrs and 41 mins,Unabridged Audiobook,Literature & Fiction,4.5,11627.0,$30.79 
1389,1390,The Dichotomy of Leadership,Balancing the Challenges of Extreme Ownership to Lead and Win,Jocko Willink,Jocko Willink,10 hrs and 34 mins,Unabridged Audiobook,Business & Careers,4.9,14099.0,$27.99 
1390,1391,The Guardians,A Novel,John Grisham,Michael Beck,11 hrs and 50 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.6,26781.0,$31.50 
1391,1392,If She Only Knew,"The Cahills, Book 1",Lisa Jackson,Christine Williams,15 hrs and 21 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.4,226.0,$31.49 
1392,1393,Mutineer's Moon,,David Weber,Jonathan Todd Ross,11 hrs and 10 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.5,496.0,$27.99 
1393,1394,Star Wars: Thrawn Ascendancy,"Chaos Rising, Book 1",Timothy Zahn,Marc Thompson,15 hrs and 5 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,6685.0,$31.50 
1394,1395,Rule of Wolves,"King of Scars Duology, Book 2",Leigh Bardugo,Lauren Fortgang,17 hrs and 44 mins,Unabridged Audiobook,Teen,4.8,1084.0,$29.95 
1395,1396,Romancing Mister Bridgerton,,Julia Quinn,Rosalyn Landor,13 hrs and 17 mins,Unabridged Audiobook,Literature & Fiction,4.6,3954.0,$31.49 
1396,1397,Storyworthy,"Engage, Teach, Persuade, and Change Your Life Through the Power of Storytelling",Matthew Dicks,Matthew Dicks,10 hrs and 1 min,Unabridged Audiobook,Arts & Entertainment,4.6,485.0,$29.99 
1397,1398,Mockingjay,"The Hunger Games, Book 3",Suzanne Collins,Tatiana Maslany,11 hrs and 19 mins,Unabridged Audiobook,Teen,4.9,6060.0,$19.59 
1398,1399,The Conscious Parent,"Transforming Ourselves, Empowering Our Children",Dr. Shefali Tsabary,Dr. Shefali Tsabary,9 hrs and 32 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.7,1855.0,$19.95 
1399,1400,Legacies,"Galaxy's Edge Season 2, Book 1",Jason Anspach,R.C. Bray,18 hrs and 10 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.9,850.0,$49.99 
1400,1401,"Everyone Communicates, Few Connect",What the Most Effective People Do Differently,John C. Maxwell,Henry O. Arnold,7 hrs and 13 mins,Unabridged Audiobook,Business & Careers,4.8,347.0,$27.37 
1401,1402,Something in the Water,A Novel,Catherine Steadman,Catherine Steadman,11 hrs and 41 mins,Unabridged Audiobook,Literature & Fiction,4.3,40303.0,$28.00 
1402,1403,Helgoland,Making Sense of the Quantum Revolution,Carlo Rovelli,David Rintoul,4 hrs and 31 mins,Unabridged Audiobook,Science & Engineering,4.7,18.0,$21.00 
1403,1404,The Book of Lost Friends,A Novel,Lisa Wingate,Sophie Amoss,15 hrs and 6 mins,Unabridged Audiobook,Literature & Fiction,4.7,6939.0,$31.50 
1404,1405,Star Wars: Light of the Jedi,The High Republic,Charles Soule,Marc Thompson,13 hrs and 35 mins,Unabridged Audiobook,Literature & Fiction,4.5,6096.0,$31.50 
1405,1406,You're Next,,Gregg Hurwitz,Scott Brick,14 hrs and 1 min,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.3,9159.0,$29.99 
1406,1407,Bitter Blood,"A True Story of Southern Family Pride, Madness, and Multiple Murder",Jerry Bledsoe,Kevin Stillwell,20 hrs and 8 mins,Unabridged Audiobook,Biographies & Memoirs,4.3,668.0,$29.95 
1407,1408,Forgiving What You Can't Forget,"Discover How to Move On, Make Peace with Painful Memories, and Create a Life That's Beautiful Again",Lysa TerKeurst,Lysa TerKeurst,8 hrs and 7 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.7,827.0,$27.37 
1408,1409,"Surprise, Baby!",,Lex Martin,Jacob Morgan,9 hrs and 5 mins,Unabridged Audiobook,Romance,4.7,1147.0,$19.95 
1409,1410,Lord of Chaos,Book Six of The Wheel of Time,Robert Jordan,Kate Reading,41 hrs and 32 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,27139.0,$71.93 
1410,1411,The Liar,,Nora Roberts,January LaVoy,16 hrs and 31 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.4,14195.0,$29.99 
1411,1412,Excuses Begone!,"How to Change Lifelong, Self-Defeating Thinking Habits",Dr. Wayne W. Dyer,Dr. Wayne W. Dyer,7 hrs and 20 mins,Unabridged Audiobook,"Relationships, Parenting & Personal Development",4.4,1622.0,$31.50 
1412,1413,Dragonfly in Amber,"Outlander, Book 2",Diana Gabaldon,Davina Porter,38 hrs and 54 mins,Unabridged Audiobook,Romance,4.7,40357.0,$41.99 
1413,1414,The Distance,,Jeremy Robinson,Jeffrey Kafer,13 hrs and 9 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.3,964.0,$24.95 
1414,1415,When He Was Wicked,,Julia Quinn,Rosalyn Landor,11 hrs and 29 mins,Unabridged Audiobook,Romance,4.8,1780.0,$27.99 
1415,1416,On the Way to the Wedding,,Julia Quinn,Rosalyn Landor,13 hrs,Unabridged Audiobook,Romance,4.7,1047.0,$31.49 
1416,1417,Acts of Omission,,James S. Bostwick,Roger Wayne,14 hrs and 29 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.4,568.0,$20.99 
1417,1418,Fifty Shades of Grey,Book One of the Fifty Shades Trilogy,E. L. James,Becca Battoe,19 hrs and 48 mins,Unabridged Audiobook,Literature & Fiction,3.9,35537.0,$33.60 
1418,1419,Fly Girls,How Five Daring Women Defied All Odds and Made Aviation History,Keith O'Brien,Erin Bennett,12 hrs and 13 mins,Unabridged Audiobook,Biographies & Memoirs,4.4,1066.0,$29.95 
1419,1420,"Girl, Stop Apologizing (Audible Exclusive Edition)",A Shame-Free Plan for Embracing and Achieving Your Goals,Rachel Hollis,Rachel Hollis,8 hrs and 10 mins,Unabridged Audiobook,Business & Careers,4.7,19089.0,$30.79 
1420,1421,Fire & Blood,300 Years Before A Game of Thrones (A Targaryen History),George R. R. Martin,Simon Vance,26 hrs and 24 mins,Unabridged Audiobook,Literature & Fiction,4.4,11538.0,$42.00 
1421,1422,Transformed,"A Navy SEAL’s Unlikely Journey from the Throne of Africa, to the Streets of the Bronx, to Defying All Odds",Remi Adeleke,Remi Adeleke,11 hrs and 11 mins,Unabridged Audiobook,Biographies & Memoirs,4.8,1224.0,$30.79 
1422,1423,The Emperor's Wolves,"The Wolves of Elantra, Book 1",Michelle Sagara,Khristine Hvam,17 hrs and 12 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,163.0,$42.20 
1423,1424,Fantastic Beasts and Where to Find Them,A Harry Potter Hogwarts Library Book,J.K. Rowling,Eddie Redmayne,1 hr and 54 mins,Unabridged Audiobook,Children's Audiobooks,4.4,11175.0,$14.95 
1424,1425,The Rules of Supervillainy,The Supervillainy Saga Volume 1,C. T. Phipps,Jeffrey Kafer,6 hrs and 38 mins,,,4.5 out of 5 stars,455.0,$19.95 
1425,1426,Rich Dad's Cashflow Quadrant,Guide to Financial Freedom,Robert T. Kiyosaki,Tim Wheeler,8 hrs and 48 mins,Unabridged Audiobook,Money & Finance,4.8,12209.0,$24.99 
1426,1427,Open Book,A Memoir,Jessica Simpson,Jessica Simpson,11 hrs and 22 mins,Unabridged Audiobook,Arts & Entertainment,4.8,10158.0,$33.08 
1427,1428,The Invention of Sound,,Chuck Palahniuk,Jefferson Mays,6 hrs and 47 mins,Unabridged Audiobook,Literature & Fiction,4.2,285.0,$29.65 
1428,1429,11/22/1963,A Novel,Stephen King,Craig Wasson,30 hrs and 40 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.6,59283.0,$52.50 
1429,1430,Invisible Girl,A Novel,Lisa Jewell,Donna Banya,9 hrs and 45 mins,Unabridged Audiobook,Literature & Fiction,4.5,4709.0,$22.67 
1430,1431,Throne of Glass,,Sarah J. Maas,Elizabeth Evans,13 hrs and 3 mins,Unabridged Audiobook,Teen,4.6,893.0,$20.28 
1431,1432,Rising Strong,"How the Ability to Reset Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,Brené Brown,8 hrs and 51 mins,Unabridged Audiobook,Business & Careers,4.8,16546.0,$24.50 
1432,1433,The Shining,,Stephen King,Campbell Scott,15 hrs and 50 mins,Unabridged Audiobook,Literature & Fiction,4.7,30404.0,$35.00 
1433,1434,Winter's Heart,"Wheel of Time, Book 9",Robert Jordan,Kate Reading,24 hrs and 12 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,18258.0,$48.99 
1434,1435,Deep Work,Rules for Focused Success in a Distracted World,Cal Newport,Jeff Bottoms,7 hrs and 44 mins,Unabridged Audiobook,Business & Careers,4.6,12289.0,$29.65 
1435,1436,Three Reasons to Say Yes,"Paradise, Book 1",Jaime Clevenger,Abby Craden,8 hrs and 56 mins,Unabridged Audiobook,LGBTQ+,4.8,336.0,$20.99 
1436,1437,Fix This Next,Make the Vital Change That Will Level Up Your Business,Mike Michalowicz,Mike Michalowicz,6 hrs and 42 mins,Unabridged Audiobook,Business & Careers,4.8,347.0,$24.50 
1437,1438,The Lady of the Lake,,Andrzej Sapkowski,Peter Kenny,20 hrs and 18 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,8397.0,$25.08 
1438,1439,We Hope for Better Things,,Erin Bartels,Stina Nielsen,12 hrs and 3 mins,Unabridged Audiobook,Literature & Fiction,4.5,2237.0,$27.99 
1439,1440,Crossroads of Twilight,Book Ten of The Wheel of Time,Robert Jordan,Kate Reading,26 hrs and 4 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.5,19091.0,$52.50 
1440,1441,Maps of Meaning,,Jordan B. Peterson,Jordan B. Peterson,30 hrs and 52 mins,Unabridged Audiobook,Health & Wellness,4.7,3809.0,$49.00 
1441,1442,Tools of Titans,"The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Tim Ferriss,Ray Porter,22 hrs and 41 mins,Unabridged Audiobook,Business & Careers,4.7,2052.0,$44.95 
1442,1443,Marvel's Avengers: Infinity War: Thanos,Titan Consumed,Barry Lyga,Tom Taylorson,10 hrs and 4 mins,Unabridged Audiobook,Children's Audiobooks,4.8,1114.0,$24.47 
1443,1444,The Green Ember,,S. D. Smith,Joel Clarkson,7 hrs and 55 mins,Unabridged Audiobook,Children's Audiobooks,4.6,4020.0,$19.95 
1444,1445,Sharp Objects,A Novel,Gillian Flynn,Ann Marie Lee,9 hrs and 34 mins,Unabridged Audiobook,Literature & Fiction,4.4,37311.0,$27.93 
1445,1446,The Power is Within You,,Louise L. Hay,Louise L. Hay,7 hrs and 10 mins,Unabridged Audiobook,Health & Wellness,4.7,726.0,$21.00 
1446,1447,Brushfire,"Expeditionary Force, Book 11",Craig Alanson,R.C. Bray,19 hrs and 18 mins,Unabridged Audiobook,Literature & Fiction,4.9,12618.0,$49.99 
1447,1448,Sons of War,"A Post-Apocalyptic War Thriller (The Sons of War Series, Book 1)",Nicholas Sansbury Smith,Ray Porter,12 hrs and 7 mins,Unabridged Audiobook,Literature & Fiction,4.2,1364.0,$24.47 
1448,1449,A Court of Frost and Starlight,,Sarah J. Maas,Amanda Leigh Cobb,6 hrs and 23 mins,Unabridged Audiobook,Teen,4.4,5110.0,$20.99 
1449,1450,The Awakening,"The Dragon Heart Legacy, Book 1",Nora Roberts,Barrie Kreinik,15 hrs and 27 mins,Unabridged Audiobook,Romance,4.8,5358.0,$31.18 
1450,1451,Thrawn (Star Wars),,Timothy Zahn,Marc Thompson,16 hrs and 56 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,29066.0,$35.00 
1451,1452,10 Masterpieces You Have to Read Before You Die 2,,Jane Austen,Michael Rowe,70 hrs and 14 mins,Unabridged Audiobook,Literature & Fiction,2.3,3.0,$0.94 
1452,1453,The Alloy of Law,A Mistborn Novel,Brandon Sanderson,Michael Kramer,10 hrs and 48 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.7,28422.0,$27.99 
1453,1454,The Phantom of the Opera,,Gastón Leroux,Ralph Cosham,7 hrs and 45 mins,Unabridged Audiobook,Literature & Fiction,4.1,1856.0,$19.95 
1454,1455,It's in His Kiss,,Julia Quinn,Rosalyn Landor,11 hrs and 11 mins,Unabridged Audiobook,Literature & Fiction,4.8,1464.0,$27.99 
1455,1456,Call Your Daughter Home,A Novel,Deb Spera,Robin Miles,11 hrs and 7 mins,Unabridged Audiobook,Literature & Fiction,4.7,9616.0,$28.51 
1456,1457,Idiot,Essays,Laura Clery,Laura Clery,7 hrs and 15 mins,Unabridged Audiobook,Biographies & Memoirs,4.9,12767.0,$17.00 
1457,1458,Trading in the Zone,"Master the Market with Confidence, Discipline, and a Winning Attitude",Mark Douglas,Kaleo Griffith,7 hrs and 57 mins,Unabridged Audiobook,Business & Careers,4.8,2693.0,$24.50 
1458,1459,Blood of Elves,,Andrzej Sapkowski,Peter Kenny,10 hrs and 55 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.6,21924.0,$25.08 
1459,1460,Panic Attack,Playing Politics with Science in the Fight Against COVID-19,Nicole Saphier,Nicole Saphier,10 hrs and 1 min,Unabridged Audiobook,Health & Wellness,5,1.0,$30.79 
1460,1461,The Hunting Party,A Novel,Lucy Foley,Gary Furlong,10 hrs and 8 mins,Unabridged Audiobook,"Mystery, Thriller & Suspense",4.3,5844.0,$30.79 
1461,1462,If It Bleeds,,Stephen King,Will Patton,15 hrs and 12 mins,Unabridged Audiobook,Literature & Fiction,4.6,11931.0,$28.34 
1462,1463,The Infinite and the Divine,"Warhammer 40,000",Robert Rath,Richard Reed,13 hrs and 21 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.9,1267.0,$32.71 
1463,1464,The Mastery of Love,A Practical Guide to the Art of Relationship,don Miguel Ruiz,Jill Eikenberry,2 hrs and 33 mins,Abridged Audiobook,Politics & Social Sciences,4.7,6311.0,$13.27 
1464,1465,The Impossible Girl,,Lydia Kang,Saskia Maarleveld,10 hrs and 53 mins,Unabridged Audiobook,Literature & Fiction,4.5,399.0,$17.49 
1465,1466,Battle Ground,"Dresden Files, Book 17",Jim Butcher,James Marsters,15 hrs and 43 mins,Unabridged Audiobook,Literature & Fiction,4.9,15423.0,$35.00 
1466,1467,Finding Ashley,,Danielle Steel,Michael Braun,8 hrs and 13 mins,Unabridged Audiobook,Literature & Fiction,4.5,286.0,$24.49 
1467,1468,Voyager,"Outlander, Book 3",Diana Gabaldon,Davina Porter,43 hrs and 46 mins,Unabridged Audiobook,Romance,4.8,29043.0,$41.99 
1468,1469,Dr. Mitchell,"Billionaires' Club Series, Book 1",Raylin Marks,Sarah Puckett,10 hrs and 55 mins,Unabridged Audiobook,Literature & Fiction,4.6,259.0,$20.99 
1469,1470,The Gathering Storm,Book Twelve of the Wheel of Time,Robert Jordan,Michael Kramer,32 hrs and 58 mins,Unabridged Audiobook,Science Fiction & Fantasy,4.8,18641.0,$47.24 
1470,1471,House of Earth and Blood,"Crescent City, Book 1",Sarah J. Maas,Elizabeth Evans,27 hrs and 50 mins,Unabridged Audiobook,Romance,4.7,7718.0,$49.95 
1471,1472,The Last Mrs. Parrish,A Novel,Liv Constantine,Suzanne Elise Freeman,12 hrs,Unabridged Audiobook,Literature & Fiction,4.3,19095.0,$30.79 
